,Unnamed: 0,business_id,latitude,longitude,stars,review_count,is_closed,Nearest_Average_Rating,Nearest_Average_Num_Of_Reviews
15,15,KoKFVOm09q5LHkHNwFIjIQ,45.4955724,-73.6205803,4.0,3,0,3.76056338028169,12.549295774647888
16,16,EunTJj_O_AWfrvDEyrP-GA,35.143696000000006,-80.721804,3.0,7,0,3.0441176470588234,44.11764705882353
17,17,9duYfRH4imJbucLiOCqUWw,41.44518729999999,-81.56434909999999,2.5,3,0,2.5,11.0
18,18,Omn2qqVcTpH9J883EVhQ7g,43.66856370000001,-79.39545890000001,2.5,16,0,3.336898395721925,44.343582887700535
19,19,Gv8u5bX_Kd7HG7jkeF_vWA,43.6822547,-79.32801359999999,3.0,5,0,3.7418032786885247,26.868852459016395
20,20,gwKOawUNlVvt-b38LNgpLw,43.073447200000004,-89.39629240000001,4.0,4,0,3.5271966527196654,54.22175732217573
21,21,xxGO2bwU02mip8W_lYjtYA,44.0715414,-79.481693,2.0,5,0,3.5,13.7
22,22,Eurlf_tYXQABim-jhXYuVw,43.7598602,-79.22749240000002,4.0,9,0,3.6944444444444446,12.0
23,23,2Zjr-wXPQJfw1Ew_ez8i0Q,35.038184,-80.97804000000002,5.0,6,0,3.0,42.095238095238095
24,24,C4eRHCr7u-cv8B7OaMQKsg,33.4499672,-112.07022250000001,5.0,3,0,3.574162679425837,108.27272727272727
25,25,Ufo0Papm3oyoCfBvnsJH7g,41.483688799999996,-81.7041,3.5,222,0,3.814814814814815,86.0
26,26,w5eLKjDBu8N_tHtXKe4j-g,43.074790500000006,-89.3908156,4.5,8,0,3.558333333333333,57.93333333333333
27,27,J8PbfZbU7XTs-h55ezuQcQ,43.047406099999996,-89.50263029999999,4.5,3,0,3.3727272727272726,38.18181818181818
28,28,7JPcocZoRjua4JwBd5ndPg,34.999927,-80.69944,3.5,14,0,3.2142857142857144,46.857142857142854
29,29,SS0zUU0cUkQd1Lp_h3tgaQ,43.6649625542,-79.4113332276,3.0,19,0,3.5520661157024795,44.780165289256196
30,30,b0la3LqC0mIlBVlQDyMyTQ,43.6623822,-79.4243452,3.0,34,0,3.596703296703297,45.50989010989011
31,31,yh_rFcdulytQ0b3LpoYxVQ,43.5652404817,-79.7007899436,4.0,8,0,2.8333333333333335,10.666666666666666
32,32,Shga7lyRNRFQWoFqTPUQCw,41.1503799451,-81.3600129135,4.5,46,0,3.390625,31.6875
33,33,0xjqQ2h5SzWe8zsHr6BG5w,40.1081556,-88.2297751,2.0,4,0,3.3533834586466167,41.3984962406015
34,34,sYKB4nITCLLFcCZPn3QECQ,43.665279,-79.38594499999999,3.5,58,0,3.302469135802469,43.55802469135803
35,35,HiHUTSxpyKhQqLFti3Xnzw,40.4415434,-79.9961395,3.5,13,0,3.433333333333333,68.08148148148148
36,36,_xavJB9Uia1CsPDlGFw5Qg,43.8607259,-79.304713,1.5,13,0,3.1277777777777778,39.266666666666666
37,37,c4qE3ygdEQUD9dZjganavA,51.0489909,-114.08600449999999,3.5,14,0,3.5843023255813953,24.459302325581394
38,38,zvf4U6LJdNGOEogmmCOsLA,40.3764422,-79.98411490000001,3.0,3,0,3.6551724137931036,15.655172413793103
39,39,dFuesggbkAFUUnKcihT3vA,35.309098,-80.756007,2.5,31,0,3.265957446808511,57.97872340425532
40,40,WeUIaYtfyeX9eQKw_5xeiQ,43.4486,-79.705066,4.5,9,0,3.35,10.9
41,41,wcNvlrB5xSxzXex2M3UyvQ,33.495639800999996,-112.00317382799999,3.0,116,0,3.8152173913043477,163.93478260869566
42,42,YW8u4o3Kf42l-IoHZ-rL0A,41.6996005607,-81.3873566547,4.0,29,0,3.75,7.75
43,43,6E7heoeb5zO4iwKmqScVZw,45.496317100000006,-73.5782911,3.0,3,0,3.5256673511293632,31.60574948665298
44,44,YGaowC1J4GfkQYyYLYWnQQ,33.407415,-111.9393003,3.5,19,0,3.4915254237288136,88.79661016949153
45,45,vwuHp4i8CXM3nZtcRiN3wA,50.98184929999999,-114.0704298,4.0,5,0,3.4516129032258065,20.919354838709676
46,46,glkEaoxbewiSMBiXs945JA,36.105020700000004,-115.1735947,3.5,466,0,3.3323529411764707,367.5882352941176
47,47,h7EShY2aJJYVa35GL_f62Q,33.2770025,-111.87533570000001,3.0,99,0,3.4583333333333335,143.0
48,48,vFnzV9uy9nEXFQgkSuv_AQ,33.6398283,-112.0472243,2.0,25,0,3.25,46.125
49,49,BUcyHikUyo4U12-3RvDKlg,33.6400536994,-112.067994484,2.5,91,0,3.0694444444444446,56.388888888888886
50,50,yZ5yE5HV-BCAfI0pEi22eA,35.960733700000006,-114.939821,4.5,5,0,No-Nearest,No-Nearest
51,51,3uP7K1VgnSdEieDoH00A4g,40.541278000000005,-79.818972,2.0,5,0,3.0625,10.0
52,52,M8_C-be43AQsH_sEgLPFPg,43.8754658,-79.25979609999999,2.5,15,0,3.590909090909091,44.5
53,53,Gp8_vPUZBncqy4Fwc8ga7A,40.442669200000005,-79.998918,3.5,13,0,3.4204545454545454,66.14772727272727
54,54,0DapwcHS0YWNeHKptURSCA,41.4188007332,-81.8034086376,2.5,3,0,3.0714285714285716,10.857142857142858
55,55,juuv0QPE_MfnVjevQTpCDg,36.1087723175,-115.172635517,3.5,7,0,3.3045685279187818,336.15736040609136
56,56,irGLoauFcOhybI_pbhgIDQ,43.6277242,-79.62693859999999,4.5,6,0,3.3363636363636364,22.545454545454547
57,57,BoTQepQTjGbTXA4g4Hj-WA,40.1100646,-88.22960920000001,4.0,79,0,3.3496240601503757,42.81203007518797
58,58,DbK9fyJq4O4zfT1jv6JOhw,36.123621,-115.20741509999998,4.0,77,0,3.6389891696750905,162.0072202166065
59,59,jkvKT1iAz9HswDXDe6ZEag,35.152791799999996,-80.8402725,3.5,34,0,3.4508196721311477,92.09836065573771
60,60,4Y6CSQgPNeoz1_roKIUJ_A,43.557564899999996,-79.6457634,4.0,4,0,3.5357142857142856,22.142857142857142
61,61,q0kNcjGcHvEdd8-ccfwKoA,41.50372470000001,-81.69141259999999,3.0,3,0,3.4252577319587627,52.365979381443296
62,62,eXm5_lPHh5X_pjlIFqbYuQ,43.838431,-79.559187,3.5,6,0,3.403225806451613,22.419354838709676
63,63,wD1Yy62SM9NxXkKSzQ18DA,45.506877200000005,-73.5704334,3.0,6,0,3.5592105263157894,33.58612440191388
64,64,fqoxgDiCuQbEwVRAzj8svw,36.1021168,-114.9306573,3.5,3,0,3.6666666666666665,59.266666666666666
65,65,mPQOzKCFVWepO9t2_mrjKA,45.5295201,-73.6203657,4.5,3,0,3.949197860962567,18.240641711229948
66,66,1YGQsn4AHPbcVsRmHqbeqQ,41.4978734149,-81.692606658,2.5,34,0,3.420103092783505,53.355670103092784
67,67,U2SepNV2djq1hgk4WxL1mQ,41.133684083,-81.6178286076,2.5,3,0,3.525,30.65
68,68,k28OVH_iA7vI5dPtfNH2Zw,43.7186121,-79.4559215,3.0,4,0,3.24,25.9
69,69,E9K1wSwr-3y7TIaVaoa-9g,43.655553999999995,-79.376572,3.0,4,0,3.2912032355915066,47.373104145601616
70,70,8NMf2dCmEGGKYR3SbMcnNA,33.6027450137,-111.983224221,4.0,11,0,3.275,65.03333333333333
71,71,CUtu_Y0_kXeAajLBBJUbPQ,43.7838953,-79.25309659999999,2.0,4,0,3.1875,33.875
72,72,n-htQX5fDg1VNiTKTJsu_w,43.811483,-79.333261,4.0,4,0,3.0454545454545454,42.763636363636365
73,73,Lm6mGAdJXGoVDylx3dXA_w,33.578533,-112.15235700000001,3.0,8,0,3.152173913043478,56.08695652173913
74,74,t7zt6AgybRzdPtj7fh_aJg,40.3951787,-80.0225039,3.5,85,0,3.7625,34.025
75,75,cKRGB46UJp3z3TgVlzk4tw,40.271159999999995,-80.125909,3.0,65,0,3.608695652173913,30.869565217391305
76,76,wd0nFRiZD5YaDHeaAqUZdw,36.070976200000004,-115.0735699,3.5,5,0,3.727272727272727,93.0909090909091
77,77,ZQyCqgVF-nzhG4BGh9NLQg,35.240751,-81.03849340000001,5.0,3,0,3.5277777777777777,21.055555555555557
78,78,SQXfzYs14ulj2TqmZo9HxQ,42.9257219192,-89.3842695108,3.5,14,0,3.3333333333333335,14.6
79,79,nyM76RUyFzekHHmYEU-KBQ,43.6549946,-79.3866757,4.0,172,0,3.3349056603773586,47.93867924528302
80,80,wKygoTySngb2gaL6edvoDw,33.2762606274,-111.791338921,2.5,11,0,3.2,79.1
81,81,0aDCv4zPhzy7RklHDrnKQg,36.1581178988,-115.089755535,4.0,10,0,3.526315789473684,50.68421052631579
82,82,rWkQMRI6PRo5woBaxGD68g,36.172531899999996,-115.197258,4.0,8,0,3.5925925925925926,113.51851851851852
83,83,43ddDw5K4a2B9VgQcPn6gQ,33.4626163,-111.9269743,2.5,5,0,3.63,148.54
84,84,aTvzqD5Kot4vp3vOnDyrTw,43.7078026,-79.3985359,3.5,82,0,3.314207650273224,24.918032786885245
85,85,TPdtEIM_Jx_LmGhpbpFs6Q,35.370678000000005,-81.096992,4.0,5,0,5.0,4.0
86,86,KUZykABD2mpdzgsd5QTedw,41.728778000000005,-81.245191,5.0,5,0,3.55,11.9
87,87,N1XwkreWIROD2QKhb9qeHg,33.671352399999996,-112.03004229999999,2.0,3,0,3.1363636363636362,77.45454545454545
88,88,5GXKxdlJQOrmoPe0GXzJNA,45.567943400000004,-73.5526664,2.5,8,0,3.1666666666666665,11.166666666666666
89,89,tgjbQEtZ_bvQBJOlfiK1OA,43.6715509,-79.3888742,3.5,28,0,3.2475822050290137,40.21083172147002
90,90,Kx0MUrNQ737s-VVElk6Vig,36.146908,-115.16237199999999,4.0,62,0,3.4049586776859506,154.54545454545453
91,91,yUqJReOv26454QkjGz37Yw,36.1239576,-115.2079142,4.0,27,0,3.6433566433566433,158.3111888111888
92,92,tQm5R5UsWBzxsOGLPjfLJQ,33.612796582,-111.864413023,3.5,191,0,3.433333333333333,57.06666666666667
93,93,M8UHKKHpJHd7AUiMTHGrOw,40.4884107,-79.8809619,3.0,17,0,2.96875,21.5
94,94,G7FRxL25QFiuVxUeTmKXjQ,43.7061727,-79.44241640000001,4.0,4,0,3.491228070175439,15.929824561403509
95,95,5JpT-YazYAR1V8wRk4tV6g,40.4543526,-79.9828179,3.5,3,0,3.7364864864864864,93.98648648648648
96,96,x2nALssJGy_6p74ddxx3GQ,33.3634187,-111.9130595,3.5,14,0,3.3333333333333335,101.27777777777777
97,97,A4stJYgleftw47rLi1qTZA,43.831855600000004,-79.267356,2.0,7,0,3.4027777777777777,21.27777777777778
98,98,PUBa8BIIgkfhgE1aucXl3w,33.5981698,-112.1507483,2.5,5,0,3.3333333333333335,66.71428571428571
99,99,5Xyqd_NxuHN3Wx7r-1RiBw,43.591718900000004,-79.66708299999999,3.5,15,0,3.310344827586207,39.37931034482759
100,100,rWy-LybUbtPdjNAgXESArw,45.4762241,-73.5859978,2.0,16,0,3.609090909090909,22.60909090909091
101,101,14m4FbWr2BIgrbSdPBKG8Q,43.6563207,-79.40256219999999,3.5,6,0,3.435348837209302,51.87441860465116
102,102,6a7zecn8W8r9dDWwQVb6aA,43.6775605,-79.44513859999999,4.5,7,0,3.6451612903225805,31.462365591397848
103,103,jChH501KwN4lyfSUKtrlJA,45.4969352,-73.6236614,3.5,3,0,3.7714285714285714,12.571428571428571
104,104,QJhwQcFKtBn8EahP58nh1w,43.6558987,-79.40255090000001,3.5,19,0,3.43232044198895,51.559852670349905
105,105,c1gEqdcI9ocM3hkP2xtWHg,34.9243485,-80.7448698,4.0,92,0,3.340909090909091,29.90909090909091
106,106,kDZm3fZcLhotRwC50XE_qg,36.179044700000006,-115.2422629,4.0,13,0,3.6923076923076925,105.0
107,107,VoaZRM80ydlYGMGJQ8O1CQ,45.6267849,-73.8069601,4.0,5,0,3.2142857142857144,6.571428571428571
108,108,astpBnUjzZEQEAvgn_113Q,43.708723299999996,-79.3987793,2.0,4,0,3.3224043715846996,25.34426229508197
109,109,nHWPpcHVC2nokXqyRy2DLw,43.519583945600004,-79.6827332533,2.0,7,0,3.3378378378378377,22.972972972972972
110,110,stbX9rtRIpDF-VymOwHJ8w,36.0687779,-115.1768402,2.5,69,0,3.53125,222.1875
111,111,JeuwGHY3knsBKt3KegjqrQ,43.64761729999999,-79.486769,3.5,10,0,3.4126984126984126,31.46031746031746
112,112,sxcIt1KsAyeZklKOLaKV8A,45.5856753,-73.5417178,4.5,14,0,3.590909090909091,10.272727272727273
113,113,qQu--8A6Ic0rytLfI1r4dg,40.0908819198,-88.2463012616,1.5,4,0,3.074074074074074,47.51851851851852
114,114,0aHtGtR07SL1S--uYhZjqA,43.6362629,-79.62336090000001,2.5,3,0,3.3482142857142856,21.107142857142858
115,115,p6EUf6c9GCfG7seS_wfFyA,33.500302000000005,-111.92639679999999,4.0,354,0,3.6188524590163933,124.25819672131148
116,116,c6lzPktduqtKqRSnX_CUTg,33.500552899999995,-111.9231217,4.5,82,0,3.610204081632653,125.08163265306122
117,117,uFiGYsAWSLpmVIMgDgN9mA,43.8256647737,-79.299724102,3.0,4,0,3.1638655462184873,29.092436974789916
118,118,PKjdnTWQSygpOjlWl8VzrQ,41.4535031,-82.03302240000001,4.0,52,0,3.21875,23.25
119,119,1E1BN1eJQX7j6EdepVxoMQ,43.6511193,-79.47695340000001,3.5,11,0,3.388059701492537,31.507462686567163
120,120,v0QLhufExBeb-DoSteAaww,43.815714,-79.42413859999999,3.5,11,0,3.5135135135135136,32.486486486486484
121,121,TS4YBX-Wd71lrN6lwKCj0Q,41.467478,-81.707812,4.5,3,0,3.8214285714285716,54.42857142857143
122,122,D_s16LOzlDkLwa4S8QPabw,43.55912429999999,-79.5775762,3.5,33,0,3.5697674418604652,21.88372093023256
123,123,dn_ipqbm7_jUz5X3rDez_A,36.10831760000001,-115.174085,3.5,1405,0,3.2958115183246073,342.4083769633508
124,124,jkQpuxSySj1APnZ5AR8Sdw,43.6995201,-79.4312592,4.0,5,0,3.6363636363636362,17.818181818181817
125,125,CR-gLUcudD0AQr7dzASgLA,33.6059251,-112.03639469999999,4.0,82,0,3.710526315789474,50.68421052631579
126,126,qPz-Uq6CTp6pq8LtmpIe3Q,33.467159,-111.90846950000001,3.0,8,0,3.539473684210526,97.73684210526316
127,127,CbpQD3NxSEoN4v7VDXYHAA,33.303732600000004,-111.9987787,3.5,22,0,3.314814814814815,70.0
128,128,fDi6ZNZor88A9YOvKe2m2g,45.507709999999996,-73.56021,2.5,7,0,3.5442477876106193,33.240412979351035
129,129,uS1CfQCPuKvE9wRgavCbog,51.1614545,-114.12546329999999,3.5,3,0,2.9285714285714284,29.571428571428573
130,130,RWIavDLPCkzyP_ZpkeGtcA,33.6390491811,-112.031112563,3.5,3,0,3.338709677419355,54.903225806451616
131,131,6I6uDGwCDggrWXi2T4lfaA,45.4931101,-73.58028929999999,3.5,24,0,3.5170068027210886,30.478458049886623
132,132,5yZ1XmDcOEsElDeb9PlPDQ,36.125929299999996,-115.19763049999999,4.0,150,0,3.545098039215686,177.0078431372549
133,133,Wx0ll2UHZl7NBAOFeL4m0A,33.4769999,-112.0648251,3.0,5,0,3.6858974358974357,146.02564102564102
134,134,joykx2LTxkBKvh-fEk4aKw,36.114779,-115.2217331,2.0,12,0,3.7470238095238093,104.27380952380952
135,135,FbayoQWK77lRJ7Luo2WKlA,36.1658210754,-115.14319706,2.0,4,0,3.640449438202247,150.76966292134833
136,136,BP8Wwj3uaYxDGvnt0OVZ9A,43.8418312,-79.0840225,3.0,7,0,3.397727272727273,14.340909090909092
137,137,FYvYXaS2yXo7Vb82_rnvHg,41.154293200000005,-81.3584558,3.5,5,0,3.421875,32.96875
138,138,PrWHqgeH3fVLimrit6jIiA,45.48277120000001,-73.57548320000001,4.0,26,0,3.5836575875486383,27.82490272373541
139,139,96X4OwboB2qCLY7tQ20wMg,43.7247752,-79.4553801,3.0,40,0,3.189189189189189,27.864864864864863
140,140,lYlVsbhDrglWDdhh7OTM2w,36.2029728,-115.24244329999999,4.5,7,0,3.4274193548387095,89.56451612903226
141,141,GH5gbLHw05toW6ePNIUzTw,36.159948,-115.0477408,4.0,7,0,3.025,51.55
142,142,ySRaNkXgv0jmuT4HhmgSog,33.4246118,-111.93478359999999,4.0,14,0,3.396551724137931,82.69950738916256
143,143,QNM7f0i2lW8cuJDQmqF9QQ,35.952556,-115.0228736,4.0,38,0,No-Nearest,No-Nearest
144,144,izR8yDpeFmI3vGylKc7Bsg,45.5233739,-73.6120623,3.5,3,0,3.961693548387097,19.947580645161292
145,145,HV2vPReKp0n0E6zgjsu4Mg,36.1335902958,-115.19073345299999,4.5,51,0,3.6578947368421053,169.19736842105263
146,146,uFqC_ZlwX7Mvgk7Lz_BCHA,41.431247,-81.733837,2.0,4,0,3.3,22.68
147,147,4ZAy5ZCTWbduzzhtR0egHQ,40.1134471,-88.2030657,4.5,3,0,3.585714285714286,61.05714285714286
148,148,cY70RdP5w6gxRhY-wZ681A,43.76074860000001,-79.2228543,3.0,13,0,3.8666666666666667,11.2
149,149,LtilhdZm9gb2dNm6OFHg_w,41.3416275,-81.52796219999999,4.0,7,0,3.388888888888889,13.333333333333334
150,150,-cuzw1pcZ_UcdA4Qxc5YYg,43.7758099,-79.414276,3.5,8,0,3.246875,37.5625
151,151,tzoUxh1HXllUijtAkO6w0Q,36.175492999999996,-115.06227050000001,2.5,3,0,3.0625,35.34375
152,152,6zi7dAlnk7vgvlGbUMoKkA,35.170862,-80.85010600000001,3.5,194,0,3.4523809523809526,78.92857142857143
153,153,_yGc7ca7SxPKMG6VjMVAbg,43.6516825,-79.4743881,2.0,21,0,3.4752475247524752,30.207920792079207
154,154,-mQpuiMYGVYUUXd-gbKsYA,43.703148600000006,-79.6432167,3.0,3,0,3.423076923076923,13.23076923076923
155,155,lnO5GhYbFenXg2CxIThd3A,51.0478816,-114.0779007,3.5,15,0,3.5806451612903225,23.81336405529954
156,156,wSE-e7FsISpnpF5sN8ZuaQ,33.49447,-111.924226,3.5,24,0,3.6093117408906883,126.01214574898785
157,157,0Tl7HgQfU2lkn_FvbYd-MQ,45.4948303,-73.6173776,2.0,4,0,3.7666666666666666,12.833333333333334
158,158,gE07l6v5mp5TPM4awcm5Xg,33.640060399999996,-111.9823835,4.0,50,0,3.3548387096774195,93.64516129032258
159,159,LBt8u4ZQc649G5Oaa8OXKQ,35.23581,-81.072487,3.0,15,0,4.666666666666667,58.0
160,160,HPtTqirOkZArADg2FLr0eg,41.451175,-81.818134,3.5,7,0,3.391304347826087,26.391304347826086
161,161,_ONkRPvpIYdCuj9u6cIPeA,43.825455100000006,-79.304214,3.0,60,0,3.139830508474576,28.25423728813559
162,162,3-Bm90nXNtwLFyDtlj9olQ,36.142128899999996,-115.14239429999999,4.0,24,0,3.4174311926605503,141.42201834862385
163,163,eVsO9Bx4-fty-uTzWdZKHg,33.4298792,-112.0821418,3.0,7,0,3.0,23.333333333333332
164,164,H99aadKfIQ3RZ6joDn7FuQ,36.239376104499996,-115.226774905,3.0,8,0,3.4,58.36666666666667
165,165,TYLxdNFuszbS3ngvlqLUCg,43.8469385,-79.3781746,3.5,26,0,3.07421875,34.4765625
166,166,SCMdyJJUwjpUmfMVlT_H7Q,51.058741299999994,-114.0541284,4.0,16,0,3.614705882352941,21.152941176470588
167,167,DPLkYvNHNBEs0teU95Ocfw,43.654425200000006,-79.4005439,3.5,30,0,3.41688654353562,51.13104661389622
168,168,oreF3CPWsX2lHq0V4AZQKg,43.758688,-79.2889502,4.5,3,0,3.1379310344827585,20.689655172413794
169,169,LgYC6Y9WPlmLROJuFPaqmA,35.196533,-80.7903369,4.5,5,0,3.6875,39.375
170,170,2CJ_dl2uQkP-HiRA5X2JXA,45.5238109,-73.5940706,4.0,7,0,3.8851851851851853,26.646913580246913
171,171,WroANm_x9jIO_tr_Wf8Dkg,43.5941456748,-79.53437184270001,4.5,9,0,3.609375,16.4375
172,172,oC0KbycJypbO-MioSf-PbQ,51.0844355,-113.95461850000001,2.0,4,0,3.323529411764706,13.705882352941176
173,173,AvtX_PVdaaDPEZNIcGzbOw,35.2330869728,-81.1936221644,3.5,15,0,3.8,12.2
174,174,Vl72sVAt67tQ5TT-6wBpkg,33.421963,-112.2910862,1.5,9,0,3.25,4.5
175,175,uGwwPkw2AEvKkVHiSufhzQ,40.1182231,-88.2435515,3.5,43,0,3.4217391304347826,49.84347826086957
176,176,HNQzTcyaW3PwJ2oC8vKWHw,33.553469899999996,-112.13537179999999,2.5,16,0,3.4,49.6
177,177,kpJinFc_7yTK9v7iYhLxqw,33.4079428,-111.96501950000001,3.0,5,0,3.4074074074074074,80.0
178,178,ZMmgFw2P4LWsFXNn1ZGc1g,43.672529,-79.3878412,3.5,12,0,3.2463617463617465,41.15384615384615
179,179,rYziPPEILDXJ_F5uKR--YQ,35.091103836900004,-80.8854433894,3.5,18,0,3.3714285714285714,34.91428571428571
180,180,pybIuTluqRhH_BQ3CJHlLw,36.0450573965,-115.244069472,3.5,275,0,3.4895833333333335,149.72916666666666
181,181,vcMD6mZfvjtAxuCMoAfSNA,33.378224100000004,-111.936102,3.5,90,0,3.2738095238095237,92.61904761904762
182,182,CpGUTcon4cwFxerQUcA22A,41.4979271,-81.69351809999999,4.0,5,0,3.400523560209424,55.49214659685864
183,183,JZDJPYLWwvDNIwh41zJGwg,50.9756131,-114.07083300000001,3.5,23,0,3.4537037037037037,16.85185185185185
184,184,9Fm-OVlt1fXIHcp5QJisuQ,41.386501,-81.767051,3.5,47,0,2.975,15.0
185,185,1LG6qcTXLCCaZmIEHwSDeg,33.363280800000005,-111.86043659999999,4.0,20,0,3.5,52.42857142857143
186,186,Clq09vq8uOjAbGY3BaQWDQ,33.350697100000005,-111.84304409999999,3.5,194,0,3.4583333333333335,47.708333333333336
187,187,9CJGlFmrHBt9htRv6on32A,43.853621399999994,-79.3379319,1.0,3,0,3.1419753086419755,39.666666666666664
188,188,EMh5InDTEfGGCowRy_pJZA,43.8412424,-79.39636999999999,2.5,9,0,3.0193798449612403,32.968992248062015
189,189,wYEAocX0vkcGN-i5rSszrg,36.13884,-115.13790300000001,3.5,22,0,3.408536585365854,109.13414634146342
190,190,Q6f-wJvMLbfcypKMJnad3w,43.603799369799994,-79.5370459557,4.0,10,0,3.5,18.285714285714285
191,191,nk7BE6tOEdhNcbQcaEtGCw,40.4434132,-79.9961509,4.5,22,0,3.446564885496183,70.3587786259542
192,192,bITJXsOT4hCqahJc1dHMDQ,40.4411343,-80.0026106,3.0,23,0,3.38671875,66.71875
193,193,XDBup2mt8sp0UadZdooDJg,43.8794949,-78.94224759999999,4.0,8,0,3.742857142857143,11.4
194,194,1FK7hoiPMPEPG0bRL4bi9Q,41.512483,-81.671757,4.5,6,0,3.5254237288135593,45.91525423728814
195,195,pPO_UXvffah1uKhMlo9LBw,43.6594566588,-79.4387515696,4.0,27,0,3.7025316455696204,31.544303797468356
196,196,wQW3nEd9ZTej8EmVF7FujQ,51.0520448,-113.9808027,3.0,13,0,3.5303030303030303,13.06060606060606
197,197,_V4I3DfzYbIHL77XDaVM-Q,33.3771903,-111.9520135,3.0,16,0,3.0428571428571427,72.65714285714286
198,198,3udJ8W4wLdQi22KmPDLdUg,44.010977200000006,-79.4486895,2.0,3,0,3.4285714285714284,15.964285714285714
199,199,541nO8Z6V5wZufv3yQZGQQ,45.497687799999994,-73.5768042,3.0,15,0,3.5276717557251906,30.91412213740458
200,200,kcxD07NmyWxAHvrzS7LD8A,36.15075,-115.20603899999999,5.0,5,0,3.672222222222222,82.03333333333333
201,201,VTQieSNIlcUWDMWLPqFs0Q,51.040786499999996,-114.0331855,3.5,3,0,3.6538461538461537,41.0
202,202,beqqBCKM_4aRPmRzCfk2xA,33.4811859,-112.20150530000001,3.5,27,0,2.6818181818181817,38.09090909090909
203,203,zd8dDaVh-BQHDieaIu-rVA,35.053486,-80.815603,3.5,13,0,3.173076923076923,55.57692307692308
204,204,_72dMXdWbVAgwB-Bxwz-mw,43.856381,-79.30440959999999,3.5,7,0,3.204301075268817,40.03225806451613
205,205,1CSMpBHr3mYd9XEOldM2yw,33.3158099413,-111.712453291,3.0,8,0,3.3333333333333335,109.27777777777777
206,206,-lrxtiCaTdCJ9h7uMndsUQ,33.5609161,-112.0654251,2.5,25,0,3.6463414634146343,97.82926829268293
207,207,YHN7wVaOFp9wkl_w7NXLXw,36.059631,-115.119423,1.0,4,0,3.5,76.79166666666667
208,208,VbFGfmrl0VtXc10vKpj5aw,43.638766600000004,-79.38979,3.5,3,0,3.315315315315315,51.93333333333333
209,209,B_fi4yYSUwfF8vlHO4AmLw,33.378528700000004,-111.81047439999999,3.0,4,0,3.3076923076923075,76.56410256410257
210,210,erxmOSNUvDCmglakNyWfKw,40.429183200000004,-79.7954593,2.5,7,0,2.9642857142857144,26.607142857142858
211,211,bBofiqwqKBxNBvNsP6BJzA,33.451679999999996,-111.916537,2.0,6,0,3.5694444444444446,138.30555555555554
212,212,kuuMxk66wDFU5wkFQUuYCA,43.7640404,-79.4888549,4.0,4,0,3.244186046511628,13.279069767441861
213,213,ZtdCS8XjmL4P6BvMOIQWag,36.1986126381,-115.282822682,3.5,32,0,3.5476190476190474,66.0952380952381
214,214,ui-tH5JiK-y5_tzSuowMDw,43.6648375,-79.385935,2.5,7,0,3.303464755077658,44.86140979689367
215,215,xlPWG6xdtXMO1rzZEaLmog,33.2644333,-111.8601,3.5,13,0,3.370967741935484,72.96774193548387
216,216,2lQVNwzNo-SbVD5lXzNnZA,43.658359999999995,-79.44224940000001,3.5,46,0,3.697674418604651,32.36279069767442
217,217,7_vGbkiXM_eyVtIxmc0rFQ,40.4580184,-79.9275787,4.5,13,0,3.5700934579439254,86.07476635514018
