Id,Weekly_Sales
1_5_2013-01-25,21106.477199999976
1_5_2013-02-01,29187.666100000013
1_5_2013-02-08,37983.56480000002
1_5_2013-02-15,34814.74620000001
1_5_2013-02-22,32044.77240000002
1_5_2013-03-01,26976.45119999998
1_5_2013-03-08,32483.154400000003
1_5_2013-03-15,25595.781700000007
1_5_2013-03-22,27790.5493
1_5_2013-03-29,32483.243099999996
1_5_2013-04-05,26524.049199999987
1_5_2013-04-12,25407.48409999998
1_5_2013-04-19,21499.716299999985
1_5_2013-04-26,23227.421400000014
1_5_2013-05-03,16619.818400000004
1_5_2013-05-10,22814.958100000003
1_5_2013-05-17,25976.428500000016
1_5_2013-05-24,21164.858200000002
1_5_2013-05-31,17684.64919999999
1_5_2013-06-07,23282.649600000022
1_5_2013-06-14,24281.466500000017
1_5_2013-06-21,24471.665500000006
1_5_2013-06-28,23474.49230000001
1_5_2013-07-05,21806.68400000002
1_5_2013-07-12,19599.752399999987
1_5_2013-07-19,21927.149400000024
1_5_2013-07-26,17309.049799999982
1_6_2012-11-02,3952.2015999999985
1_6_2012-11-09,3417.8514999999984
1_6_2012-11-16,3462.2388999999985
1_6_2012-11-23,17592.609300000007
1_6_2012-11-30,3856.2382000000002
1_6_2012-12-07,10642.147300000006
1_6_2012-12-14,9217.6821
1_6_2012-12-21,16900.10719999999
1_6_2012-12-28,7569.649899999992
1_6_2013-01-04,2657.8034000000002
1_6_2013-01-11,2986.4513000000006
1_6_2013-01-18,2519.935299999997
1_6_2013-01-25,1864.1494999999973
1_6_2013-02-01,4476.778099999999
1_6_2013-02-08,7576.0857999999935
1_6_2013-02-15,4304.609000000001
1_6_2013-02-22,4381.123000000002
1_6_2013-03-01,4545.181599999998
1_6_2013-03-08,4771.3189
1_6_2013-03-15,4433.602299999993
1_6_2013-03-22,4478.0066
1_6_2013-03-29,5520.9000000000015
1_6_2013-04-05,4088.421499999997
1_6_2013-04-12,3776.063199999995
1_6_2013-04-19,4144.848900000001
1_6_2013-04-26,3391.1547999999993
1_6_2013-05-03,4895.795700000005
1_6_2013-05-10,5590.614400000007
1_6_2013-05-17,5241.583500000003
1_6_2013-05-24,4417.978799999996
1_6_2013-05-31,4844.380699999996
1_6_2013-06-07,3712.1037999999994
1_6_2013-06-14,4346.767999999996
1_6_2013-06-21,4500.0521
1_6_2013-06-28,3798.707200000002
1_6_2013-07-05,4673.3373999999985
1_6_2013-07-12,4477.955100000004
1_6_2013-07-19,4304.356199999997
1_6_2013-07-26,3935.506900000002
1_7_2012-11-02,25097.125100000016
1_7_2012-11-09,25058.102500000026
1_7_2012-11-16,25049.888300000013
1_7_2012-11-23,69953.44769999992
1_7_2012-11-30,26938.327699999994
1_7_2012-12-07,78912.3289
1_7_2012-12-14,73704.38960000005
1_7_2012-12-21,117404.90650000004
1_7_2012-12-28,37697.970199999974
1_7_2013-01-04,10940.0455
1_7_2013-01-11,10680.190199999995
1_7_2013-01-18,10895.164200000007
1_7_2013-01-25,11754.797700000003
1_7_2013-02-01,20214.065199999997
1_7_2013-02-08,20718.185000000012
1_7_2013-02-15,16918.102199999998
1_7_2013-02-22,16828.660599999992
1_7_2013-03-01,17908.848099999992
1_7_2013-03-08,16540.318099999997
1_7_2013-03-15,21250.04830000001
1_7_2013-03-22,19839.059499999996
1_7_2013-03-29,17108.613599999997
1_7_2013-04-05,20194.752199999995
1_7_2013-04-12,20116.004100000024
1_7_2013-04-19,21027.8909
1_7_2013-04-26,20127.870299999984
1_7_2013-05-03,19158.27099999998
1_7_2013-05-10,19822.9393
1_7_2013-05-17,23495.036099999994
1_7_2013-05-24,27284.717600000018
1_7_2013-05-31,27966.209600000042
1_7_2013-06-07,28023.72079999998
1_7_2013-06-14,26689.945999999978
1_7_2013-06-21,40176.38230000004
1_7_2013-06-28,26444.183199999992
1_7_2013-07-05,23096.654000000024
1_7_2013-07-12,22789.63830000001
1_7_2013-07-19,23999.552900000013
1_7_2013-07-26,19193.41209999998
1_8_2012-11-02,36004.334999999985
1_8_2012-11-09,35890.62789999999
1_8_2012-11-16,34870.887799999975
1_8_2012-11-23,33572.83070000004
1_8_2012-11-30,35932.75209999996
1_8_2012-12-07,41127.59449999998
1_8_2012-12-14,37795.59110000003
1_8_2012-12-21,41930.868999999984
1_8_2012-12-28,32569.05949999997
1_8_2013-01-04,35017.14720000001
1_8_2013-01-11,35430.56150000003
1_8_2013-01-18,35110.03190000002
1_8_2013-01-25,35212.18110000003
1_8_2013-02-01,38333.82990000003
1_8_2013-02-08,39286.760000000046
1_8_2013-02-15,38522.00960000004
1_8_2013-02-22,38891.512100000036
1_8_2013-03-01,36616.445799999994
1_8_2013-03-08,34772.77790000003
1_8_2013-03-15,35648.830300000016
1_8_2013-03-22,38442.24309999999
1_8_2013-03-29,35970.46910000001
1_8_2013-04-05,37540.45029999999
1_8_2013-04-12,36451.16350000002
1_8_2013-04-19,34785.223900000005
1_8_2013-04-26,35761.73409999999
1_8_2013-05-03,35854.83199999998
1_8_2013-05-10,36941.98149999999
1_8_2013-05-17,40212.97680000002
1_8_2013-05-24,38361.12030000002
1_8_2013-05-31,36166.06940000006
1_8_2013-06-07,36186.098499999986
1_8_2013-06-14,38989.17180000002
1_8_2013-06-21,38831.097800000025
1_8_2013-06-28,37868.21200000002
1_8_2013-07-05,37769.607400000015
1_8_2013-07-12,35776.653000000035
1_8_2013-07-19,36260.46000000001
1_8_2013-07-26,34672.64629999996
1_9_2012-11-02,41089.5868
1_9_2012-11-09,35024.21009999995
1_9_2012-11-16,34869.899399999966
1_9_2012-11-23,43991.668100000024
1_9_2012-11-30,32765.736799999973
1_9_2012-12-07,34716.517499999965
1_9_2012-12-14,31558.503700000012
1_9_2012-12-21,45252.993899999994
1_9_2012-12-28,27711.914799999995
1_9_2013-01-04,16271.743500000013
1_9_2013-01-11,17906.74350000001
1_9_2013-01-18,14517.896600000004
1_9_2013-01-25,15310.598399999995
1_9_2013-02-01,23802.10870000001
1_9_2013-02-08,23280.79740000001
1_9_2013-02-15,21473.05669999999
1_9_2013-02-22,20741.4909
1_9_2013-03-01,28229.185900000022
1_9_2013-03-08,28334.664300000015
1_9_2013-03-15,32175.003400000016
1_9_2013-03-22,41379.41479999999
1_9_2013-03-29,29436.87810000002
1_9_2013-04-05,31223.553999999993
1_9_2013-04-12,33873.32049999999
1_9_2013-04-19,33763.92889999998
1_9_2013-04-26,31116.038100000005
1_9_2013-05-03,29098.39380000001
1_9_2013-05-10,32429.194999999992
1_9_2013-05-17,39651.91429999999
1_9_2013-05-24,36189.36739999999
1_9_2013-05-31,30651.94
1_9_2013-06-07,32286.875199999962
1_9_2013-06-14,37658.84599999999
1_9_2013-06-21,36597.10359999997
1_9_2013-06-28,30885.225399999996
1_9_2013-07-05,31015.409100000004
1_9_2013-07-12,26640.50159999996
1_9_2013-07-19,31348.110700000012
1_9_2013-07-26,21403.694200000013
1_10_2012-11-02,32096.76030000001
1_10_2012-11-09,32746.278100000014
1_10_2012-11-16,30456.027599999994
1_10_2012-11-23,29561.41359999996
1_10_2012-11-30,28764.053999999986
1_10_2012-12-07,31407.826700000005
1_10_2012-12-14,30021.55239999998
1_10_2012-12-21,32758.643000000004
1_10_2012-12-28,28955.227699999974
1_10_2013-01-04,25682.284300000003
1_10_2013-01-11,27753.332900000016
1_10_2013-01-18,24961.968299999997
1_10_2013-01-25,24074.122000000003
1_10_2013-02-01,36272.153199999986
1_10_2013-02-08,34852.28729999996
1_10_2013-02-15,35668.43359999993
1_10_2013-02-22,35879.73899999996
1_10_2013-03-01,37718.22349999995
1_10_2013-03-08,31676.808599999986
1_10_2013-03-15,32641.135500000037
1_10_2013-03-22,40044.528599999954
1_10_2013-03-29,35676.25819999995
1_10_2013-04-05,34506.32639999997
1_10_2013-04-12,31748.270099999998
1_10_2013-04-19,32113.996199999972
1_10_2013-04-26,30981.82870000002
1_10_2013-05-03,29597.778199999997
1_10_2013-05-10,32627.85190000001
1_10_2013-05-17,36041.448300000004
1_10_2013-05-24,34977.343600000015
1_10_2013-05-31,31434.42940000004
1_10_2013-06-07,30634.133400000028
1_10_2013-06-14,37556.823999999986
1_10_2013-06-21,35930.8292
1_10_2013-06-28,32867.581400000025
1_10_2013-07-05,33901.009099999974
1_10_2013-07-12,32606.785199999962
1_10_2013-07-19,32440.30899999998
1_10_2013-07-26,29914.927599999974
1_11_2012-11-02,26419.132500000014
1_11_2012-11-09,23875.984600000014
1_11_2012-11-16,23801.448799999984
1_11_2012-11-23,28100.39530000002
1_11_2012-11-30,23994.117199999982
1_11_2012-12-07,29768.870800000022
1_11_2012-12-14,30766.8932
1_11_2012-12-21,29280.562100000025
1_11_2012-12-28,23188.4497
1_11_2013-01-04,24462.4395
1_11_2013-01-11,24531.734799999995
1_11_2013-01-18,23236.423800000008
1_11_2013-01-25,19153.37870000003
1_11_2013-02-01,21347.921199999997
1_11_2013-02-08,23074.17719999998
1_11_2013-02-15,24447.731700000004
1_11_2013-02-22,23849.975200000004
1_11_2013-03-01,23784.747899999995
1_11_2013-03-08,22978.513099999993
1_11_2013-03-15,22410.430700000004
1_11_2013-03-22,24744.127399999983
1_11_2013-03-29,23485.73119999999
1_11_2013-04-05,23819.55349999999
1_11_2013-04-12,23396.60559999999
1_11_2013-04-19,22689.101900000005
1_11_2013-04-26,22537.23790000002
1_11_2013-05-03,21485.504799999995
1_11_2013-05-10,24775.2935
1_11_2013-05-17,26994.72750000002
1_11_2013-05-24,27439.861700000012
1_11_2013-05-31,27135.469100000002
1_11_2013-06-07,26635.645900000014
1_11_2013-06-14,27075.444000000032
1_11_2013-06-21,35414.544
1_11_2013-06-28,34118.875799999965
1_11_2013-07-05,27395.965200000013
1_11_2013-07-12,27531.790199999985
1_11_2013-07-19,26981.34730000002
1_11_2013-07-26,26678.41670000001
1_12_2012-11-02,9949.212400000015
1_12_2012-11-09,10213.124500000013
1_12_2012-11-16,8835.409899999997
1_12_2012-11-23,8142.321699999991
1_12_2012-11-30,8465.370099999993
1_12_2012-12-07,8835.626899999997
1_12_2012-12-14,8036.5078
1_12_2012-12-21,8403.127199999995
1_12_2012-12-28,7705.875599999996
1_12_2013-01-04,7622.573999999996
1_12_2013-01-11,8300.363999999996
1_12_2013-01-18,7752.340099999996
1_12_2013-01-25,8309.943500000008
1_12_2013-02-01,10824.539700000008
1_12_2013-02-08,9972.744699999996
1_12_2013-02-15,9477.222399999991
1_12_2013-02-22,9648.620699999994
1_12_2013-03-01,10475.033400000022
1_12_2013-03-08,11408.149600000019
1_12_2013-03-15,12442.047500000019
1_12_2013-03-22,12429.52110000001
1_12_2013-03-29,11532.57590000002
1_12_2013-04-05,11075.801999999998
1_12_2013-04-12,11662.383600000003
1_12_2013-04-19,10815.934399999995
1_12_2013-04-26,11632.064599999983
1_12_2013-05-03,13048.655999999995
1_12_2013-05-10,11490.302200000013
1_12_2013-05-17,12116.1334
1_12_2013-05-24,11438.954200000013
1_12_2013-05-31,11696.820800000021
1_12_2013-06-07,11072.196200000008
1_12_2013-06-14,10843.562400000006
1_12_2013-06-21,12548.803000000004
1_12_2013-06-28,11200.528700000003
1_12_2013-07-05,10985.65250000001
1_12_2013-07-12,10314.807300000008
1_12_2013-07-19,11115.44100000001
1_12_2013-07-26,11255.470500000003
1_13_2012-11-02,39519.896500000024
1_13_2012-11-09,39373.542299999994
1_13_2012-11-16,38003.536400000026
1_13_2012-11-23,39104.81440000003
1_13_2012-11-30,37606.770799999984
1_13_2012-12-07,37427.69370000001
1_13_2012-12-14,35929.96820000002
1_13_2012-12-21,36357.895700000015
1_13_2012-12-28,34679.715200000035
1_13_2013-01-04,37026.96919999996
1_13_2013-01-11,39036.642299999985
1_13_2013-01-18,36596.75639999998
1_13_2013-01-25,35404.81689999994
1_13_2013-02-01,41463.42819999997
1_13_2013-02-08,43222.283899999995
1_13_2013-02-15,42910.47890000006
1_13_2013-02-22,43252.32120000002
1_13_2013-03-01,39187.16170000001
1_13_2013-03-08,37247.14130000001
1_13_2013-03-15,37542.07860000001
1_13_2013-03-22,41545.22569999996
1_13_2013-03-29,38742.28510000001
1_13_2013-04-05,40517.15390000004
1_13_2013-04-12,38232.41519999999
1_13_2013-04-19,37452.38909999999
1_13_2013-04-26,37795.28479999994
1_13_2013-05-03,37579.89589999998
1_13_2013-05-10,39618.349400000014
1_13_2013-05-17,43328.26859999997
1_13_2013-05-24,39906.704499999956
1_13_2013-05-31,36584.44919999994
1_13_2013-06-07,39024.95540000002
1_13_2013-06-14,41804.633899999986
1_13_2013-06-21,42143.02469999998
1_13_2013-06-28,40158.8609
1_13_2013-07-05,41437.81669999996
1_13_2013-07-12,39675.45509999999
1_13_2013-07-19,39284.77509999996
1_13_2013-07-26,39320.792300000045
1_14_2012-11-02,14600.533300000003
1_14_2012-11-09,16875.962400000004
1_14_2012-11-16,18096.921299999998
1_14_2012-11-23,36942.723800000014
1_14_2012-11-30,20107.28239999999
1_14_2012-12-07,24960.0117
1_14_2012-12-14,27642.130100000024
1_14_2012-12-21,35117.91250000005
1_14_2012-12-28,25693.40230000002
1_14_2013-01-04,13744.418700000002
1_14_2013-01-11,14841.013299999991
1_14_2013-01-18,12375.474699999995
1_14_2013-01-25,13163.0229
1_14_2013-02-01,16952.009700000024
1_14_2013-02-08,19266.947799999998
1_14_2013-02-15,17497.2005
1_14_2013-02-22,17232.4831
1_14_2013-03-01,16761.87560000001
1_14_2013-03-08,14947.498999999994
1_14_2013-03-15,13359.157600000011
1_14_2013-03-22,15632.777600000012
1_14_2013-03-29,14756.427399999995
1_14_2013-04-05,15732.510000000015
1_14_2013-04-12,14234.7108
1_14_2013-04-19,13074.076
1_14_2013-04-26,13477.121700000002
1_14_2013-05-03,14030.07609999999
1_14_2013-05-10,16457.857199999995
1_14_2013-05-17,16002.223499999991
1_14_2013-05-24,14246.65229999999
1_14_2013-05-31,13179.112299999995
1_14_2013-06-07,14591.133899999992
1_14_2013-06-14,15600.522999999992
1_14_2013-06-21,15081.0029
1_14_2013-06-28,14780.734699999994
1_14_2013-07-05,15802.904199999992
1_14_2013-07-12,14247.566199999977
1_14_2013-07-19,15450.435
1_14_2013-07-26,13205.715199999999
1_16_2012-11-02,5691.837000000003
1_16_2012-11-09,6002.330100000007
1_16_2012-11-16,5530.774100000006
1_16_2012-11-23,7711.158499999994
1_16_2012-11-30,5720.080600000003
1_16_2012-12-07,6180.858400000003
1_16_2012-12-14,5536.344000000005
1_16_2012-12-21,5878.492899999999
1_16_2012-12-28,5062.050600000003
1_16_2013-01-04,5993.144099999997
1_16_2013-01-11,6462.999899999994
1_16_2013-01-18,5982.4553999999935
1_16_2013-01-25,6305.617699999995
1_16_2013-02-01,14339.74790000001
1_16_2013-02-08,12583.348399999995
1_16_2013-02-15,12714.186599999999
1_16_2013-02-22,12160.3142
1_16_2013-03-01,20401.145400000027
1_16_2013-03-08,25552.99700000002
1_16_2013-03-15,35149.83759999998
1_16_2013-03-22,47263.57879999996
1_16_2013-03-29,26201.82810000002
1_16_2013-04-05,45809.94409999999
1_16_2013-04-12,49206.15650000001
1_16_2013-04-19,52472.15520000002
1_16_2013-04-26,44602.78719999999
1_16_2013-05-03,37720.66759999994
1_16_2013-05-10,38868.174699999974
1_16_2013-05-17,44822.36919999999
1_16_2013-05-24,42326.088399999986
1_16_2013-05-31,40580.56069999991
1_16_2013-06-07,34373.82370000006
1_16_2013-06-14,34212.22570000005
1_16_2013-06-21,47835.63629999999
1_16_2013-06-28,34512.87740000005
1_16_2013-07-05,36823.34490000002
1_16_2013-07-12,30768.55810000002
1_16_2013-07-19,36029.05700000003
1_16_2013-07-26,26096.40999999999
1_17_2012-11-02,7804.960000000009
1_17_2012-11-09,8084.605400000012
1_17_2012-11-16,9112.081400000003
1_17_2012-11-23,12164.758100000001
1_17_2012-11-30,9913.611400000003
1_17_2012-12-07,11648.472899999999
1_17_2012-12-14,13617.223600000018
1_17_2012-12-21,14740.774099999999
1_17_2012-12-28,10633.145799999993
1_17_2013-01-04,8609.443700000009
1_17_2013-01-11,8654.279300000013
1_17_2013-01-18,8479.040500000005
1_17_2013-01-25,7745.685599999997
1_17_2013-02-01,10557.260299999987
1_17_2013-02-08,10391.744599999989
1_17_2013-02-15,9359.651199999984
1_17_2013-02-22,9861.499899999988
1_17_2013-03-01,11118.393200000002
1_17_2013-03-08,9726.705400000004
1_17_2013-03-15,10967.30950000001
1_17_2013-03-22,9470.731500000002
1_17_2013-03-29,9842.2877
1_17_2013-04-05,8983.357699999999
1_17_2013-04-12,9020.563899999994
1_17_2013-04-19,8388.17060000001
1_17_2013-04-26,9804.19840000001
1_17_2013-05-03,8132.911700000004
1_17_2013-05-10,9505.263999999997
1_17_2013-05-17,8425.074100000003
1_17_2013-05-24,7895.374100000012
1_17_2013-05-31,7189.964700000011
1_17_2013-06-07,8445.431999999993
1_17_2013-06-14,8247.874599999988
1_17_2013-06-21,8361.501200000002
1_17_2013-06-28,7870.962599999996
1_17_2013-07-05,7566.475799999994
1_17_2013-07-12,7550.578200000001
1_17_2013-07-19,7967.443699999996
1_17_2013-07-26,9018.092000000002
1_18_2012-11-02,12308.714700000002
1_18_2012-11-09,11862.9176
1_18_2012-11-16,13934.915899999998
1_18_2012-11-23,30098.2228
1_18_2012-11-30,14893.194299999996
1_18_2012-12-07,38792.27550000001
1_18_2012-12-14,38662.910200000006
1_18_2012-12-21,29792.2849
1_18_2012-12-28,20797.57639999999
1_18_2013-01-04,6472.277599999996
1_18_2013-01-11,4206.324699999999
1_18_2013-01-18,2286.0918000000015
1_18_2013-01-25,2048.0438
1_18_2013-02-01,10959.741599999998
1_18_2013-02-08,11948.621699999987
1_18_2013-02-15,9745.913199999999
1_18_2013-02-22,5810.071900000002
1_18_2013-03-01,2025.1893999999984
1_18_2013-03-08,2497.426600000001
1_18_2013-03-15,2040.3914999999981
1_18_2013-03-22,2373.5228000000016
1_18_2013-03-29,2990.5933999999984
1_18_2013-04-05,2522.4019999999978
1_18_2013-04-12,12725.844599999995
1_18_2013-04-19,1494.3541999999986
1_18_2013-04-26,1627.4873999999963
1_18_2013-05-03,348.0955999999998
1_18_2013-05-10,2034.8634
1_18_2013-05-17,1569.6487000000002
1_18_2013-05-24,536.262
1_18_2013-06-07,473.00690000000105
1_18_2013-07-05,1246.8718999999994
1_19_2012-11-02,890.9071
1_19_2012-11-09,909.5929000000012
1_19_2012-11-16,995.2820000000004
1_19_2012-11-23,964.3702999999996
1_19_2012-11-30,1248.3514
1_19_2012-12-07,1292.2503999999994
1_19_2012-12-14,1641.4662999999991
1_19_2012-12-21,1313.229599999999
1_19_2012-12-28,884.4278000000003
1_19_2013-01-04,738.3506000000009
1_19_2013-01-11,700.8190000000006
1_19_2013-01-18,749.4350000000009
1_19_2013-01-25,818.1543000000003
1_19_2013-02-01,1011.7301999999996
1_19_2013-02-08,1095.0782999999992
1_19_2013-02-15,995.497799999999
1_19_2013-02-22,1012.1809999999996
1_19_2013-03-01,1225.3972999999987
1_19_2013-03-08,1261.9148999999989
1_19_2013-03-15,1356.288499999999
1_19_2013-03-22,1076.4987999999998
1_19_2013-03-29,1298.2851999999991
1_19_2013-04-05,1009.9509000000003
1_19_2013-04-12,1055.5366999999997
1_19_2013-04-19,1176.4237999999993
1_19_2013-04-26,1138.5897999999986
1_19_2013-05-03,1212.6857999999986
1_19_2013-05-10,1055.0721999999996
1_19_2013-05-17,1015.9467999999998
1_19_2013-05-24,1083.7016999999992
1_19_2013-05-31,1157.8415
1_19_2013-06-07,1122.1619999999998
1_19_2013-06-14,1064.8290999999997
1_19_2013-06-21,992.1632999999991
1_19_2013-06-28,987.0584999999999
1_19_2013-07-05,930.9255999999997
1_19_2013-07-12,1020.3539999999998
1_19_2013-07-19,1039.7595
1_19_2013-07-26,1112.4754
1_20_2012-11-02,3389.7698999999993
1_20_2012-11-09,3059.4554000000035
1_20_2012-11-16,3236.0129000000015
1_20_2012-11-23,5432.675200000005
1_20_2012-11-30,3598.7848000000026
1_20_2012-12-07,3700.332600000001
1_20_2012-12-14,4004.768500000005
1_20_2012-12-21,4195.414999999997
1_20_2012-12-28,3995.0039000000043
1_20_2013-01-04,3707.9900000000025
1_20_2013-01-11,4022.725300000002
1_20_2013-01-18,3871.6612000000036
1_20_2013-01-25,3535.8789999999954
1_20_2013-02-01,4905.788399999994
1_20_2013-02-08,5131.759499999997
1_20_2013-02-15,4932.705199999997
1_20_2013-02-22,5230.432799999999
1_20_2013-03-01,6107.7671999999975
1_20_2013-03-08,4780.067600000005
1_20_2013-03-15,5192.263799999995
1_20_2013-03-22,5455.410499999995
1_20_2013-03-29,6065.727899999997
1_20_2013-04-05,5066.505200000003
1_20_2013-04-12,3836.2695999999996
1_20_2013-04-19,3998.6475000000023
1_20_2013-04-26,3930.655899999995
1_20_2013-05-03,3997.240900000007
1_20_2013-05-10,4225.7125000000015
1_20_2013-05-17,4444.754300000005
1_20_2013-05-24,4365.531100000002
1_20_2013-05-31,4946.673099999998
1_20_2013-06-07,4448.299899999999
1_20_2013-06-14,4681.078799999999
1_20_2013-06-21,5216.528200000002
1_20_2013-06-28,4841.492200000001
1_20_2013-07-05,4985.334699999996
1_20_2013-07-12,4786.139600000002
1_20_2013-07-19,4978.952099999996
1_20_2013-07-26,4743.790100000007
1_21_2012-11-02,8735.320300000003
1_21_2012-11-09,8680.5583
1_21_2012-11-16,8163.259800000009
1_21_2012-11-23,9830.133300000005
1_21_2012-11-30,8562.457300000007
